LeaveVote;edlevel;gender;age;hhincome;econPersonalRetro1;EuropeanIdentity;EnglishIdentity;BritishIdentity;female
0;4;2;25;2;2;4;6;7;1
0;3;2;27;5;4;4;5;5;1
0;4;1;26;2;3;6;3;7;0
1;4;1;24;1;2;2;5;3;0
1;3;1;61;2;3;5;7;5;0
0;4;2;33;7;3;6;1;6;1
1;2;2;24;1;2;1;1;3;1
0;4;1;65;3;4;5;2;6;0
0;2;1;70;3;2;6;6;6;0
1;3;2;27;1;3;1;7;7;1
0;4;2;34;3;2;4;1;6;1
0;0;1;51;5;3;4;1;1;0
0;2;1;60;2;3;5;6;6;0
0;4;1;64;5;2;7;5;5;0
1;3;1;22;2;4;5;6;5;0
1;2;1;40;3;3;4;6;6;0
0;4;1;37;4;3;5;1;5;0
1;5;1;62;6;4;2;7;5;0
1;3;1;60;6;4;4;7;6;0
0;3;1;21;1;3;4;1;1;0
0;2;2;26;1;3;4;5;5;1
0;2;1;19;3;3;7;1;7;0
0;5;1;64;5;3;6;7;6;0
1;3;1;48;4;3;1;1;7;0
1;5;1;70;4;3;2;1;7;0
1;2;2;26;2;2;4;7;7;1
0;3;1;67;3;2;5;7;7;0
0;5;2;49;6;4;4;5;4;1
1;3;2;50;3;2;7;7;7;1
1;3;2;65;4;2;4;7;7;1
1;4;2;68;2;3;7;7;7;1
1;4;2;46;2;2;4;7;7;1
0;3;2;22;4;2;4;4;4;1
1;3;1;79;2;3;4;4;6;0
0;3;2;23;1;3;6;1;6;1
1;3;2;69;5;2;5;7;5;1
1;5;2;63;6;5;1;7;4;1
1;0;2;45;2;3;4;6;5;1
1;2;1;62;1;1;4;7;4;0
0;3;2;58;4;4;4;5;5;1
0;4;1;24;4;3;4;4;6;0
0;2;1;23;4;2;7;7;7;0
0;4;2;24;4;3;4;5;5;1
1;4;2;23;4;3;2;5;5;1
0;2;2;20;4;2;7;7;7;1
1;2;1;64;3;4;2;7;6;0
0;3;1;24;3;4;7;1;1;0
1;3;1;24;4;2;3;7;6;0
0;5;2;32;1;4;1;1;1;1
1;4;2;46;4;3;3;7;7;1
0;4;2;57;2;3;3;7;7;1
1;1;2;53;1;3;1;7;7;1
1;0;2;68;4;2;2;7;7;1
0;1;2;55;4;3;6;6;6;1
0;3;2;62;5;3;4;6;6;1
1;3;2;53;4;4;1;1;4;1
0;3;2;42;3;3;3;6;7;1
1;2;1;56;4;4;2;7;6;0
0;5;2;30;2;4;6;3;3;1
1;2;2;67;2;2;2;7;7;1
1;3;1;58;2;1;4;4;4;0
0;4;2;61;4;3;5;3;3;1
0;3;2;61;5;3;4;1;7;1
0;3;1;45;3;3;6;7;6;0
1;3;1;46;4;3;1;7;6;0
1;4;2;52;4;4;2;7;6;1
0;2;1;59;3;3;2;1;6;0
1;5;1;32;5;3;6;6;6;0
1;3;1;22;4;3;4;7;7;0
0;4;1;43;4;4;3;4;6;0
0;2;2;66;1;3;7;4;4;1
1;4;1;36;3;4;4;7;6;0
1;2;1;20;5;3;4;5;5;0
0;2;1;54;5;4;5;2;2;0
0;4;1;48;4;3;6;2;2;0
1;0;2;65;1;2;2;4;7;1
0;3;2;23;4;3;6;2;4;1
0;4;2;26;4;3;4;6;5;1
0;3;2;50;3;1;2;2;7;1
1;1;2;57;4;3;2;7;7;1
0;3;1;31;2;2;1;7;7;0
1;3;1;55;1;3;3;7;5;0
1;3;1;59;3;3;2;7;7;0
0;5;2;65;2;3;6;2;7;1
0;4;2;58;3;4;4;1;6;1
0;2;2;47;3;1;5;3;3;1
0;5;2;36;3;3;5;1;7;1
1;4;1;58;1;2;5;5;5;0
0;3;2;41;5;3;4;5;4;1
0;4;2;65;6;3;5;5;6;1
1;2;1;48;3;3;1;7;7;0
0;3;1;22;4;3;2;7;7;0
1;3;2;26;2;3;4;6;5;1
0;2;2;48;4;2;4;1;6;1
1;5;2;27;6;2;2;5;5;1
0;4;2;65;4;4;2;7;7;1
1;2;1;60;1;3;7;7;7;0
1;5;2;44;2;3;4;2;6;1
0;2;2;52;4;2;3;7;7;1
1;3;2;64;4;3;1;7;7;1
1;0;2;42;3;2;1;7;7;1
0;5;2;61;8;3;6;1;1;1
0;4;2;35;5;2;4;4;4;1
1;4;2;56;2;1;1;7;4;1
0;0;2;42;2;2;4;6;6;1
0;4;2;26;4;3;6;1;4;1
1;2;2;42;3;4;4;1;6;1
0;4;2;45;2;3;4;2;6;1
0;4;2;32;3;3;4;6;6;1
1;3;2;21;4;2;5;3;6;1
1;1;2;87;4;3;1;7;4;1
0;3;1;23;4;4;3;5;6;0
0;4;1;67;4;3;3;7;7;0
0;4;1;64;4;2;5;1;6;0
0;2;2;70;4;3;7;7;7;1
1;5;2;59;1;3;1;1;1;1
0;0;1;69;2;2;5;7;7;0
1;3;2;23;2;4;3;7;5;1
1;3;1;54;4;4;3;6;6;0
0;4;1;48;7;2;4;1;6;0
1;2;1;57;4;3;3;7;7;0
1;2;1;59;1;4;4;6;6;0
1;2;1;56;5;3;2;7;7;0
1;2;2;57;5;2;2;7;7;1
1;4;1;46;4;3;4;3;6;0
0;4;2;65;5;4;5;7;7;1
1;5;1;71;6;3;4;6;7;0
0;2;1;56;2;4;3;7;7;0
1;3;1;64;2;3;2;7;7;0
1;3;2;26;2;3;4;4;4;1
0;4;2;68;3;2;5;5;6;1
0;5;2;35;2;2;3;1;4;1
1;3;2;49;2;3;3;4;5;1
1;4;2;34;6;3;6;1;1;1
0;4;2;46;6;3;5;4;5;1
0;4;2;43;1;2;4;7;4;1
1;1;2;68;4;3;1;7;4;1
1;3;2;59;1;4;3;2;4;1
0;4;2;37;5;3;1;2;6;1
0;4;2;36;5;3;3;5;6;1
0;2;1;20;8;4;2;6;7;0
1;2;1;52;2;2;1;1;5;0
1;3;2;61;5;3;1;7;5;1
1;2;1;46;2;4;3;6;7;0
0;3;2;37;1;3;3;5;7;1
1;5;2;36;5;3;4;6;6;1
0;3;2;23;1;4;5;5;4;1
0;4;1;57;4;2;6;7;6;0
0;4;1;65;6;3;3;5;5;0
0;3;1;19;1;1;7;7;7;0
1;2;1;52;4;1;1;7;7;0
1;4;1;42;7;2;4;7;7;0
0;4;1;38;3;3;7;1;4;0
0;3;2;25;4;2;5;7;7;1
0;4;1;44;7;4;4;3;5;0
0;5;2;37;7;4;4;7;7;1
1;4;2;26;5;2;3;6;6;1
0;3;2;21;4;2;5;5;5;1
0;0;2;22;1;3;4;4;4;1
1;0;2;68;4;4;3;7;7;1
0;3;1;21;6;3;4;3;5;0
0;2;2;55;3;2;4;7;6;1
1;2;1;61;4;3;2;7;7;0
0;1;2;51;6;3;4;4;4;1
1;3;1;21;3;3;1;7;6;0
0;2;1;57;4;3;6;6;6;0
1;1;2;67;4;4;1;7;5;1
0;4;2;24;1;3;3;1;5;1
1;4;1;40;2;2;2;2;6;0
0;1;2;58;1;3;4;7;7;1
1;4;1;71;2;2;3;7;7;0
0;2;2;24;2;3;6;4;6;1
1;2;2;66;6;3;5;6;6;1
1;2;1;44;5;4;1;7;7;0
0;2;1;46;4;4;4;7;7;0
0;3;2;60;3;3;4;5;6;1
0;2;2;40;2;1;3;4;6;1
1;2;2;46;3;3;2;7;7;1
0;0;2;58;3;4;2;7;7;1
0;0;1;72;2;2;5;7;7;0
0;4;1;39;3;3;7;1;5;0
1;4;1;41;7;1;3;5;7;0
1;2;1;60;3;3;3;7;7;0
0;5;1;26;4;3;4;5;6;0
0;5;2;37;4;4;5;1;1;1
0;3;1;56;3;4;5;7;6;0
1;2;2;74;2;3;1;7;7;1
1;1;2;70;4;3;2;7;7;1
1;2;1;51;1;1;1;1;1;0
0;3;2;29;4;3;7;4;5;1
1;4;1;54;6;1;1;5;2;0
1;1;2;58;4;3;1;7;7;1
1;2;1;42;3;2;2;7;6;0
1;2;2;64;4;3;1;7;7;1
1;4;1;62;5;3;2;1;7;0
1;0;1;73;2;2;1;7;7;0
1;4;1;37;6;3;2;5;5;0
1;2;1;76;4;4;5;7;7;0
0;1;2;62;2;3;5;5;5;1
0;3;1;21;4;3;2;3;5;0
0;5;2;50;6;2;1;1;4;1
1;3;1;45;4;2;7;2;2;0
1;2;2;61;4;3;4;7;7;1
1;2;2;53;4;3;1;1;1;1
1;2;2;60;1;2;1;6;5;1
1;0;2;72;4;3;1;7;7;1
0;3;1;25;2;3;3;7;6;0
1;4;1;35;6;3;2;6;5;0
1;2;2;41;3;3;1;7;7;1
1;2;2;65;3;2;4;7;7;1
0;3;2;29;3;4;1;1;3;1
0;4;2;52;6;2;5;3;4;1
1;2;2;55;2;3;4;6;6;1
0;4;2;57;2;4;5;2;3;1
1;3;2;59;4;2;2;7;7;1
1;4;1;54;4;1;1;7;7;0
1;3;2;66;4;2;3;7;6;1
1;2;1;63;4;4;1;7;1;0
0;2;2;61;4;2;4;4;7;1
1;2;2;51;4;3;1;7;6;1
1;3;1;54;4;3;3;7;7;0
1;1;2;73;4;3;1;7;7;1
0;0;2;19;1;3;5;6;6;1
1;4;1;69;4;3;2;6;6;0
0;4;2;43;3;2;7;7;7;1
1;3;2;61;4;4;4;7;4;1
0;2;2;54;7;3;2;7;7;1
0;4;2;55;4;3;5;7;7;1
1;4;2;86;3;3;1;5;7;1
1;2;1;21;4;2;4;7;7;0
0;4;1;22;1;4;5;7;7;0
0;4;2;54;6;2;5;7;6;1
0;4;2;46;6;3;4;1;4;1
1;0;2;72;4;3;1;7;7;1
0;3;2;32;1;2;1;1;1;1
1;2;1;56;1;3;1;1;5;0
1;4;2;62;1;2;3;6;4;1
0;3;2;45;4;2;2;1;2;1
0;5;1;59;1;2;6;6;6;0
0;4;2;58;4;3;5;1;4;1
1;4;2;51;4;3;7;4;6;1
1;2;2;65;1;3;3;7;7;1
1;3;1;75;3;3;1;7;7;0
0;3;2;72;3;2;6;5;4;1
0;4;2;58;4;2;5;4;5;1
1;4;2;33;3;3;5;5;5;1
1;4;2;30;2;2;5;1;2;1
0;2;2;49;3;2;6;7;5;1
1;4;2;36;4;3;1;7;5;1
0;4;2;26;5;3;5;7;5;1
1;2;1;62;4;3;3;1;4;0
0;4;1;68;3;5;4;1;3;0
0;3;2;57;5;2;7;1;2;1
0;2;1;59;3;4;2;1;5;0
0;3;1;52;6;2;6;5;6;0
1;0;2;43;1;1;1;7;7;1
0;4;2;64;4;2;3;2;7;1
1;2;1;69;2;2;2;4;6;0
1;4;1;59;4;3;6;1;6;0
0;5;1;26;5;3;3;1;6;0
1;3;2;59;4;4;4;6;6;1
1;2;2;27;1;2;4;7;7;1
0;2;2;51;2;2;5;5;5;1
0;4;2;32;4;4;7;2;2;1
0;2;2;21;4;3;4;5;4;1
1;2;1;51;1;3;1;7;7;0
1;4;2;55;4;3;1;1;7;1
0;5;2;53;8;2;5;1;6;1
0;5;2;49;6;2;6;4;6;1
0;2;2;34;5;2;4;6;6;1
0;5;2;71;4;3;4;6;6;1
1;3;1;32;2;4;1;1;1;0
1;2;1;64;2;1;1;1;4;0
1;4;2;53;4;3;1;7;7;1
1;2;1;49;3;2;1;2;7;0
0;5;1;66;4;2;7;1;1;0
0;4;2;26;4;3;7;1;7;1
1;1;2;55;1;2;4;7;4;1
1;3;1;26;3;3;2;7;5;0
0;2;2;59;4;3;6;1;6;1
0;4;1;56;4;1;7;7;7;0
0;2;2;45;2;4;2;5;7;1
1;1;1;77;4;3;1;7;7;0
0;5;2;51;6;2;7;5;4;1
0;5;1;44;7;4;4;1;6;0
1;2;1;69;6;3;1;7;6;0
0;4;1;51;6;3;4;1;4;0
0;4;2;49;5;4;4;1;6;1
0;5;1;25;2;1;4;4;4;0
0;1;2;46;4;3;3;1;5;1
1;5;1;37;7;3;1;1;6;0
0;2;2;56;4;1;4;7;7;1
0;5;2;28;3;3;3;4;5;1
1;0;1;65;3;2;1;7;1;0
0;2;1;43;3;3;3;1;7;0
0;3;1;65;5;3;6;3;7;0
0;3;2;26;1;3;5;3;5;1
1;2;1;45;1;2;3;1;6;0
1;4;2;24;4;2;2;4;4;1
0;2;1;40;4;4;5;5;5;0
0;0;2;69;3;3;5;1;4;1
1;1;1;57;8;4;1;7;5;0
0;4;1;34;7;5;4;5;5;0
0;3;1;54;6;3;4;4;7;0
1;2;1;53;2;3;3;7;7;0
1;3;1;59;2;3;1;1;7;0
1;0;2;41;4;3;1;7;7;1
1;5;1;28;6;5;4;7;7;0
0;4;2;64;3;3;7;1;6;1
0;4;2;59;4;1;4;1;5;1
0;2;2;21;4;3;4;4;4;1
1;2;1;67;1;2;2;5;5;0
1;3;2;57;4;3;1;4;7;1
1;0;2;48;1;1;4;7;7;1
1;2;1;41;6;3;1;1;6;0
0;3;2;35;5;4;4;4;5;1
0;4;2;73;3;3;7;7;6;1
1;2;1;69;4;4;2;6;6;0
0;4;2;33;4;2;4;5;7;1
0;2;2;53;5;3;5;7;7;1
1;0;2;50;4;3;1;1;1;1
0;1;2;60;4;2;5;6;6;1
0;4;2;69;1;3;1;1;7;1
1;5;1;33;7;4;6;3;6;0
0;3;2;50;4;1;7;7;1;1
0;5;2;25;2;3;4;6;6;1
1;0;2;64;2;1;3;3;3;1
0;4;2;48;3;2;6;7;7;1
0;4;1;24;4;2;2;6;5;0
1;3;2;65;2;3;1;6;7;1
1;2;2;61;1;4;1;1;1;1
1;2;1;60;4;3;2;1;3;0
0;1;1;39;2;2;4;1;6;0
0;4;1;62;4;2;6;1;3;0
0;3;1;26;4;3;1;1;2;0
0;3;1;22;5;2;5;5;5;0
0;5;2;26;3;4;4;3;5;1
0;3;1;38;1;3;5;1;5;0
1;4;1;72;4;4;4;7;7;0
1;4;1;80;3;3;1;3;3;0
0;1;1;44;3;4;4;1;1;0
0;5;2;63;4;3;7;2;4;1
1;4;2;62;2;2;2;7;7;1
0;4;1;25;2;3;4;5;5;0
0;4;1;42;5;3;4;5;5;0
1;4;1;59;8;3;3;6;6;0
1;2;2;74;2;3;1;7;5;1
1;3;1;75;4;3;3;4;7;0
1;0;1;60;2;4;3;7;7;0
1;5;1;76;5;3;6;7;7;0
1;4;1;54;2;2;2;7;2;0
1;2;2;70;4;3;3;7;3;1
1;0;2;65;4;3;1;7;4;1
0;2;2;42;5;2;3;1;4;1
0;2;2;23;4;2;5;5;5;1
0;4;1;62;6;3;5;3;6;0
1;0;1;66;2;3;5;4;4;0
0;5;1;60;5;4;5;6;7;0
0;3;2;23;2;1;4;7;7;1
1;2;1;40;7;3;2;7;7;0
1;4;1;67;3;1;1;7;7;0
1;3;1;64;4;1;2;7;6;0
0;4;1;60;6;3;7;7;7;0
0;5;1;58;8;3;7;7;6;0
0;3;1;60;3;2;4;2;6;0
1;4;1;45;1;2;1;7;2;0
0;2;1;59;2;3;4;6;6;0
1;0;2;67;2;2;1;7;6;1
1;3;1;69;7;3;5;1;7;0
0;3;1;36;1;3;5;1;1;0
0;2;2;63;4;3;4;6;6;1
1;4;1;38;6;3;6;1;4;0
1;2;2;65;2;3;2;4;7;1
1;5;1;59;3;3;5;5;5;0
0;4;1;63;6;2;5;1;4;0
0;2;2;71;2;2;5;7;7;1
1;4;2;41;7;3;1;1;7;1
0;2;2;35;6;2;7;7;7;1
1;4;2;70;4;3;1;1;4;1
1;4;2;81;2;3;2;1;2;1
1;1;1;23;4;1;1;7;1;0
1;3;1;62;1;4;4;7;7;0
0;4;1;73;2;2;7;7;7;0
0;4;2;34;3;4;5;1;2;1
0;5;1;58;4;3;5;2;5;0
1;3;2;78;4;2;4;2;6;1
0;4;1;56;4;3;6;1;2;0
0;4;2;67;4;2;4;4;6;1
1;2;1;68;2;2;1;7;3;0
0;3;2;73;4;3;7;6;7;1
0;2;1;20;4;3;4;1;2;0
0;3;2;23;4;4;4;5;7;1
0;4;1;67;2;3;2;1;7;0
1;4;2;64;4;3;4;7;7;1
0;4;1;33;7;2;3;5;7;0
1;4;2;50;3;3;3;6;6;1
1;4;1;30;5;3;2;6;7;0
0;4;2;63;3;4;5;5;7;1
1;3;2;47;2;3;2;1;7;1
1;4;2;59;4;2;2;3;4;1
1;0;2;70;2;3;1;7;6;1
0;1;2;62;4;3;4;6;7;1
0;5;2;61;3;3;7;4;5;1
0;3;1;24;4;4;2;6;6;0
1;4;2;37;6;3;1;1;5;1
0;4;1;25;7;3;4;4;5;0
0;4;2;26;2;2;6;6;6;1
1;2;2;43;1;1;1;7;7;1
1;5;2;64;3;2;4;2;6;1
0;4;1;37;4;4;5;4;4;0
0;2;1;52;8;3;5;7;7;0
1;3;1;60;3;3;1;7;7;0
1;3;2;46;4;2;4;1;6;1
1;3;1;65;3;2;6;7;4;0
0;3;1;18;7;3;4;5;5;0
1;2;2;54;1;2;1;7;5;1
1;3;1;50;4;2;1;7;2;0
0;2;2;49;4;2;5;5;5;1
1;3;2;70;5;3;2;7;7;1
0;5;2;37;3;4;6;2;2;1
1;3;1;21;1;3;7;7;7;0
0;4;2;62;6;1;2;2;4;1
1;1;2;68;3;2;1;1;5;1
0;3;2;20;4;2;4;4;4;1
0;5;1;60;8;2;5;1;6;0
0;2;1;40;2;1;5;1;1;0
0;4;2;43;2;2;5;4;5;1
0;5;2;65;2;3;7;4;4;1
0;3;2;26;7;3;4;6;6;1
0;5;2;59;6;1;6;3;4;1
1;2;2;20;4;3;3;7;7;1
1;2;2;57;4;4;4;6;6;1
0;4;2;54;3;2;7;1;7;1
0;4;1;22;1;4;5;1;6;0
1;3;2;57;2;4;5;6;7;1
1;2;2;64;1;3;1;7;7;1
1;0;2;70;4;3;1;7;6;1
1;3;2;72;2;3;2;6;3;1
0;4;2;65;7;3;5;4;4;1
0;3;1;81;5;4;7;5;7;0
1;3;1;58;4;3;5;7;7;0
0;3;2;20;4;2;1;5;7;1
0;4;1;62;3;3;4;6;6;0
1;4;2;57;7;3;4;7;6;1
1;2;1;46;6;4;1;7;7;0
1;4;2;72;2;4;3;7;7;1
1;2;1;61;6;2;2;7;4;0
1;2;2;79;4;2;1;7;6;1
0;4;2;25;2;4;4;6;6;1
1;2;2;57;4;3;1;6;5;1
1;3;2;56;3;3;5;1;7;1
1;2;2;55;3;3;3;6;6;1
0;4;1;30;8;3;5;5;5;0
1;2;1;66;1;2;1;6;6;0
1;3;1;61;3;2;2;4;7;0
1;2;1;38;4;4;2;6;6;0
0;4;1;25;4;3;3;6;5;0
1;2;1;64;4;4;2;7;5;0
1;2;2;68;2;3;1;7;7;1
1;0;1;63;4;4;2;7;7;0
1;4;1;66;4;3;4;7;7;0
0;5;1;28;4;2;7;5;5;0
0;2;2;37;2;4;5;5;6;1
1;4;2;62;1;1;1;1;4;1
1;4;1;70;4;1;1;4;7;0
0;2;2;59;2;2;4;1;7;1
1;2;1;58;2;2;2;7;5;0
0;3;2;21;4;3;3;5;6;1
1;3;1;20;4;3;2;4;5;0
1;0;1;40;5;4;1;1;3;0
0;3;2;23;2;2;4;5;4;1
0;2;2;43;2;3;3;7;7;1
1;0;1;65;4;2;2;5;5;0
0;4;2;26;4;3;3;6;6;1
1;2;2;60;4;3;1;7;7;1
0;3;2;48;2;2;4;4;4;1
0;3;1;25;4;1;5;2;3;0
1;2;2;54;5;4;1;4;7;1
1;2;1;58;1;3;1;7;7;0
1;5;1;69;3;3;4;7;7;0
1;3;2;65;3;3;4;7;7;1
0;2;1;50;5;3;1;7;7;0
0;4;2;67;3;2;3;1;3;1
1;0;1;34;4;3;1;7;7;0
0;0;2;59;1;2;7;1;7;1
1;3;2;46;5;3;1;1;1;1
1;2;1;60;4;3;1;5;7;0
1;2;2;77;4;3;1;7;7;1
1;5;2;26;7;4;2;6;7;1
1;2;1;66;3;4;4;7;6;0
0;2;1;49;2;3;6;6;7;0
0;5;2;41;4;3;4;5;6;1
0;5;2;26;5;4;6;6;6;1
0;2;1;42;1;3;5;7;6;0
0;3;1;40;3;4;4;7;7;0
1;4;1;44;1;2;4;7;7;0
0;5;1;40;8;1;3;2;5;0
0;5;1;33;5;2;5;1;3;0
0;4;2;69;4;3;4;7;7;1
0;1;2;73;3;3;4;6;7;1
1;4;1;84;4;3;2;5;7;0
0;5;1;36;4;4;6;5;4;0
0;3;2;26;6;2;5;5;5;1
0;5;1;49;8;3;4;1;6;0
0;4;2;45;4;2;4;4;4;1
1;3;2;67;4;3;6;1;4;1
0;1;1;43;3;3;4;1;3;0
1;4;1;75;4;3;2;7;7;0
1;2;1;50;1;1;3;7;5;0
1;2;2;67;4;3;2;7;7;1
0;4;1;33;5;3;5;1;3;0
0;4;1;31;3;4;6;6;6;0
1;4;1;58;5;3;4;7;7;0
1;2;1;69;2;3;5;7;7;0
0;3;2;20;4;3;4;5;5;1
0;5;2;66;4;3;6;6;6;1
1;2;2;67;3;3;3;4;6;1
0;2;2;48;1;1;5;5;5;1
1;4;2;48;2;3;3;7;6;1
1;3;2;35;3;2;3;6;6;1
0;3;1;47;6;3;4;5;6;0
0;4;1;26;8;4;4;1;1;0
0;4;2;62;5;3;5;5;5;1
0;3;1;24;3;3;7;5;3;0
1;0;1;52;1;2;1;7;4;0
0;2;1;35;2;2;4;4;4;0
0;3;1;58;1;3;7;1;4;0
1;3;1;36;4;3;5;7;7;0
1;0;1;73;4;4;2;7;7;0
0;3;2;22;6;3;2;4;4;1
0;4;2;62;6;3;6;7;7;1
0;4;1;25;3;5;6;1;2;0
0;4;2;25;2;2;4;6;6;1
0;4;2;26;1;1;5;5;5;1
1;4;2;51;5;3;3;3;7;1
1;2;2;59;5;3;1;7;6;1
1;0;1;43;2;2;5;1;4;0
0;3;2;63;4;3;7;7;7;1
0;4;1;42;6;4;5;6;6;0
0;2;1;22;1;3;4;4;4;0
1;2;1;56;4;3;1;7;7;0
1;2;2;70;2;2;4;7;6;1
0;5;1;48;8;3;5;5;5;0
0;2;2;21;4;3;5;6;6;1
0;4;2;45;6;3;5;1;4;1
0;4;2;45;4;3;4;4;4;1
0;2;1;18;6;4;6;6;6;0
0;5;2;53;4;3;5;1;7;1
1;3;1;67;4;2;1;1;7;0
1;2;2;56;3;3;2;7;7;1
0;5;1;24;4;4;5;4;4;0
0;5;1;30;6;4;2;1;2;0
0;3;2;61;5;3;4;7;6;1
1;2;2;60;4;3;2;7;7;1
0;4;1;68;4;3;6;6;6;0
0;1;1;45;1;3;5;4;4;0
0;4;2;24;4;3;4;4;4;1
0;4;1;26;2;5;5;4;4;0
1;0;2;35;3;2;3;7;6;1
0;3;2;26;2;2;4;1;7;1
0;3;1;21;7;3;4;1;2;0
1;0;1;71;4;3;1;7;7;0
1;3;1;19;6;4;2;4;7;0
0;2;1;20;4;5;4;5;7;0
0;5;2;67;4;2;6;5;5;1
0;4;1;26;4;4;5;6;7;0
0;2;1;74;4;4;5;7;7;0
1;4;1;45;6;4;1;1;7;0
0;2;2;65;7;3;4;7;7;1
0;5;1;49;2;2;5;6;5;0
1;2;2;54;4;3;3;7;6;1
1;4;1;58;7;3;1;7;7;0
0;4;1;25;3;4;5;3;6;0
1;5;1;57;6;3;1;1;7;0
1;5;1;68;2;1;2;7;3;0
1;1;2;54;2;4;4;6;5;1
1;2;2;56;4;2;1;1;7;1
0;3;2;23;1;2;5;4;6;1
1;1;1;67;4;3;2;7;7;0
1;0;2;73;4;3;1;7;4;1
0;3;1;23;4;3;4;5;1;0
1;4;1;25;4;4;1;7;7;0
1;2;1;61;3;4;1;7;7;0
1;4;1;40;7;4;5;6;6;0
0;2;1;53;2;1;4;7;4;0
1;2;1;68;2;4;1;7;7;0
0;3;1;58;3;2;5;4;5;0
0;1;2;54;2;2;2;7;7;1
0;3;2;20;4;4;4;5;5;1
1;5;1;68;4;3;4;7;7;0
0;4;2;26;2;4;3;2;4;1
0;3;2;20;1;3;2;4;6;1
0;4;2;27;4;3;5;4;5;1
1;4;2;52;6;2;1;1;7;1
0;4;2;44;5;3;5;2;4;1
1;4;1;56;8;3;2;7;6;0
1;3;1;30;3;3;3;7;7;0
1;2;2;62;6;2;1;1;7;1
1;3;1;62;4;2;2;7;7;0
0;5;2;37;3;3;5;4;4;1
0;4;1;40;7;4;5;1;4;0
1;4;1;49;7;3;3;6;6;0
1;3;2;58;3;4;4;6;6;1
0;5;1;33;4;5;3;6;6;0
1;0;2;77;1;1;1;7;7;1
1;5;2;33;7;4;3;5;6;1
0;3;1;62;2;3;1;1;7;0
0;2;2;64;4;3;4;5;6;1
0;2;2;52;5;3;5;7;3;1
0;5;2;66;4;3;5;5;5;1
0;4;1;25;1;2;5;1;7;0
0;5;1;56;6;3;6;5;4;0
0;4;2;33;6;1;4;6;6;1
1;3;1;70;1;3;1;2;6;0
0;3;2;29;2;3;7;1;7;1
0;4;2;51;2;2;4;5;5;1
1;3;1;31;3;3;3;1;1;0
1;1;2;49;1;3;4;7;7;1
0;4;2;41;6;3;5;4;4;1
0;2;1;69;4;2;6;6;7;0
0;3;1;67;4;5;4;1;4;0
0;4;1;56;3;1;6;1;2;0
0;3;1;22;1;2;4;7;5;0
1;4;2;60;7;2;2;6;6;1
1;3;1;49;6;1;1;1;7;0
0;2;2;55;2;1;6;5;4;1
1;2;1;68;2;3;4;7;7;0
1;1;2;57;6;2;1;7;7;1
0;3;2;73;2;3;4;6;5;1
1;0;2;73;2;3;1;7;7;1
0;5;1;64;3;3;4;1;2;0
1;2;2;55;3;3;2;3;6;1
1;4;2;82;3;3;4;7;7;1
0;0;2;60;4;2;7;7;7;1
0;5;2;41;6;5;5;1;5;1
0;4;1;70;4;3;7;4;6;0
0;2;1;51;4;1;7;1;7;0
0;2;2;54;3;1;1;1;1;1
1;3;2;25;4;2;1;7;4;1
0;5;1;68;3;3;7;2;7;0
1;3;1;68;4;3;3;6;7;0
1;4;2;53;4;4;2;2;6;1
1;0;2;69;4;2;1;7;1;1
1;3;2;61;2;2;6;7;7;1
0;4;1;60;3;2;7;1;3;0
0;3;2;54;4;3;3;1;7;1
0;4;2;39;6;4;6;6;6;1
1;4;2;78;6;3;4;7;5;1
1;4;2;62;3;3;1;7;6;1
1;3;1;31;6;3;2;7;4;0
0;4;2;24;4;3;4;1;2;1
1;2;1;49;6;4;2;7;7;0
1;2;2;57;4;3;3;7;7;1
0;4;1;26;3;4;5;4;4;0
1;3;1;63;4;3;4;1;5;0
0;3;2;44;4;4;7;4;4;1
0;5;1;43;8;2;7;2;5;0
0;3;2;22;1;2;4;6;7;1
0;0;1;61;1;3;7;7;7;0
0;4;1;51;1;3;6;3;4;0
0;4;1;52;4;2;5;2;5;0
0;2;2;19;4;3;3;3;3;1
0;2;1;18;6;3;7;3;6;0
0;3;2;62;4;3;5;4;5;1
0;3;2;34;6;4;3;5;5;1
0;4;1;43;5;3;3;7;7;0
0;3;2;35;5;3;4;5;5;1
0;2;1;28;2;3;6;5;6;0
1;4;2;69;2;3;1;7;5;1
0;2;1;48;2;1;4;1;5;0
0;5;1;45;7;3;5;3;3;0
1;5;1;36;7;3;2;7;7;0
1;1;2;58;3;2;1;1;7;1
0;4;2;55;3;4;6;1;1;1
0;2;1;45;5;1;6;4;4;0
1;5;2;35;4;3;1;4;4;1
1;4;2;72;2;3;4;7;4;1
0;4;1;34;1;3;4;4;4;0
1;2;2;72;4;3;1;7;7;1
1;4;2;69;3;3;4;7;7;1
0;3;1;68;2;3;7;1;5;0
0;0;2;60;5;3;4;7;7;1
0;3;2;40;2;5;7;7;7;1
0;4;2;37;7;3;4;1;6;1
1;4;2;62;5;1;4;6;7;1
0;4;2;63;4;4;5;2;4;1
0;4;2;63;2;2;5;5;5;1
0;4;1;54;7;5;7;7;7;0
1;3;2;47;4;3;2;5;6;1
0;5;2;65;2;2;5;1;4;1
1;3;1;21;4;4;1;2;7;0
1;4;2;40;3;3;6;1;6;1
0;3;1;26;1;2;6;4;6;0
0;3;1;20;4;3;7;2;4;0
1;3;2;60;2;2;1;7;4;1
0;3;1;23;4;2;5;5;7;0
